Newspaper Name,Issue No,Date (mm/dd/yyyy),Content,Source,Image
"The New-York Gazette: or, The Weekly Post-Boy",706,7/26/1756,"Run away on the 15th instant July, from Mrs. Mary Elliston, of the City of New York, a Negro Man named Titus, is a well set fellow, of between 29 and 30 years of age: Had on when he went away, an Olive colour’d Jacket, black Breeches, a Pair of white Stockings, half-worn Pumps: Took with him two homespun Jackets, and a heavy Jacket lined with red. He is full of Talk, and can read and write well. Whoever takes up and secures said Negro, so that his Mistress may have him again, shall have Twenty Shillings, if taken in this City, and if out of it Thirty Shillings Reward, and all reasonable Charges paid by MARY ELLISTON.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: or The Weekly Post-Boy,706,7/26/1756,"Run away from the subscriber, a Negro Man belonging to Mr. Robert Benson, named Pompey, about 25 years of age, can speak both Dutch and English, is square well set Fellow, somewhat of a yellowish Complexion, and is exceeding well known in this City, having been used ago with the Beer Waggon for some Years past. Whoever apprehends said Negro, so that the Subscriber may have him again, shall have Twenty Shillings Reward. He has been sculking about the Docks ever since his running away, and wants to go a privateering. This is also to forewarn all Persons from harbouring said Negro at their Peril. LODEWICK PAMPER N.B. He is supposed to have been carried off some days ago to Stamford in New-England, having been seen on board the Sloop of Abraham Demeld.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",707,8/2/1756,"Run away from Samuel Fowler, living on the West Side of the Hudson River in Ulster County near Newbergen a negro man between 30 and 40 years old, is a short well set Fellow; had on when he went away a yellow coloured Coat, doublebreasted, a Scotch Bonnet on his head, a new Tow shirt and trousers and halts a little with his right leg and pretends to be a Doctor: Whoever apprehends the said negro so that his master may have him again shall have Three Pounds reward, and all reasonable charges paid by Samuel Fowler.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",709,8/16/1756,"Run away on the 9th day of August instant from William Mott of Great-Neck in the town of Hampstead in Queens County on Nassau Island, a negro man slave named Joe; a middle sized well set likely Fellow, middling full-faced and black, had a small round Scar on his left cheek, born here and speaks good english, about 29 or 30 years of age: had on when he went away a gray homespun coat with Pewter Buttons, a white Linnen jacket, a white homespun linnen shirt, a speckled Linnen handkerchief wound about his Neck, a Felt Hat, Tow Trousers, a Pair of old pumps, with buckles, carried with him a Jacket the same as his coat. Whoever takes up and secures the said negro fellow so that his master may have him again shall have three pounds reward and all reasonable charges paid by William Mott. N. B. All Commanders of Vessels are forbid carrying off the said Negro.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",709,8/16/1756,"Run away on Monday the 2nd instant from Sam Nutman, of Newark a middle sized Negro Fellow named Bristol, about 35 years old: had on a black Linsey Woolsey Coat, a Pair of Leather Breeches and Tow Trousers. It is suspected he has a Pass with him, and being an artful Fellow will attempt to impose on the most Careful: Took with him a yellow coloured Camblet coat, and two good white shirts. Whoever apprehends and secures said negro so that his master may have him again shall have Five Pounds reward and all reasonable Charges paid by Samuel Nutman.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",711,8/30/1756,"Run away on Tuesday the 20th instant from Thomas Hamersley, of the city of New-York, Goldsmith, a negro fellow named Duke, about 5 feet 5 inches high, has very thick lips and of a yellow Complexion, and can work at the Gold Smith’s business, had on when he went away a speckled Shirt and Trousers. Whoever takes up the former said negro fellow so that his Master may have him again shall have twenty shillings if taken in town; if off the Island, forty shillings, and all reasonable charges paid by Thomas Hamersley.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",711,8/30/1756,"Run away the 16th day of this instant August, from Isaac Freeman of the Township of W oodbridge in East New Jersey, a middle fixed squat negro named Caesar, aged 22 years: Had on when he went away an old Beaver Hat and old wig, a Tow cloth shirt, and Tow-Trousers, a dark coloured homespun woolen jacket, and an old pair of shoes: When he went away he had a pair of Iron Pot-Hooks around his neck with a chain fastened to it that reached his feet, but may possibly have gotten it off. Whoever takes up said negro and secures him and gives Notice, so that his master may have him again shall have Twenty Shillings reward, or if he is brought to his Master Forty Shillings Reward and all reasonable Charges, paid by Isaac Freeman.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"Pennsylvania Journal, and the Weekly Advertiser (Philadelphia)",728,11/18/1756,"Runaway a Negro woman named Molly, about three weeks out of the small-pox, is about 32 years of age, bom and bred in the Island of Bermuda, speaks good English, and has been used to the House, its supposed she went in to the Jerseys, any person that will deliver the said Negro wench to the work-house in Philadelphia, or give certain information that she may be had again, shall have Twenty Shillings reward, paid at the London Coffee House.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: or The Weekly Post-Boy,726,12/13/1756,"Run away from Joseph Harris, of Beekman’s Precinct, in Dutchess County, on the 3rd of September last, a Mulatto Fellow named Tom, about 5 feet eight inches high, is thick and well set, can talk good Dutch and English, and can play very well upon the fiddle.—can read, write and cypher and has some Freckles. He first listed himself in the Boston Forces and was seen in Albany about a fortnight ago with the Forces so that it is likely he has gone toward Boston or other Parts of New England. Whoever takes up and secures the said servant fellow so that his master might have him again shall have Ten Pounds New York currency reward and all reasonable charges paid by Joseph Harris. N.B. W hoever secures him send notice to Balrus Van Kleek in the city of New York; or the said Joseph Harris.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",733,1/31/1757,"Run away from Caleb Ferris of East-Chester, in the Province of New York, sometime before last Christmas; a lusty likely man slave named Joe, aged about 25 years old, he is of a yellow complexion being mixed Indian and Negro, much of an Indian countenance, he speaks altogether English and is well set every Way, about five feet ten inches high, understands all sorts of Plantation Work and is an excellent Hand to make a Stone-Wall, he was born of a slave and brought up by Martha Clarks of W. Chester and upon her death he is so often running about, he sometimes pretends to be free and it is supposed that some vile person has given him a pass, he is a great Fiddler and when he went away he took his Fiddle and a bundle of cloth. Whoever will take up the said Servant and secure him so that his Master may have him again shall have three pounds reward and all reasonable charges paid by me, Caleb Ferris. All persons are hereby forewarned from harbouring or carrying off said servant.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",747,5/9/1757,"Run away from Jacob Van Shaick, jun. a negro man named Reick. Had on when he went away: Leather Breeches, striped woolen trousers and shirt of the same, a Yellowish Vest, old Shoes, and no hat. Whoever takes up the said Negro and brings him to Henry Dumont, of this city shall be rewarded for the same by me, Jacob Van Schaick. N.B. If he returns of his own Accord, his faults shall be forgiven.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",748,5/16/1757,"Run away on Sunday the 3rd day of this Inst, from George Armstrong of Morris-Town in Morris County, East-NewJersey, a likely young Negro Fellow named Rantus, about 18 or 19 years of age, but pretty lusty for his age— Had on when he went away, an old Hat, a good light coloured homespun Cloth Coat with Metal Buttons and light homespun lining, thick Leather Breeches and Trowsers over them, a coarse homespun Tow Shirt; brown Yam stockings, without feet and good shoes but run on one Side. He had also a black velvet Stock or neckcloth, speaks good English and understands Country Business. Whoever takes up and secures the said Negro Fellow and gives notice so that his master may have him again shall have three Spanish milled Dollars Reward and all reasonable Charges paid by George Armstrong.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Gazette: or, The Weekly Post-Boy",748,5/16/1757,"Run away the 25th of April last, from Thomas Robinson of Brookhaven in the County of Suffolk, on Long Island, a negro man named Ned, about 23 years old, he stole a Barge and was seen on the Thursday following in the Sound opposite to Lloyd’s Neck, steering to the Westward. The Barge has lost part of her stem and several of her Timbers broke. He has a crooked Knee. Had on when he went away a new grey Kersey Coat, a new Pair of Pumps. The said negro can both read and write, and probably has wrote himself a Pass. Whoever takes up the said negro and secures him so that his master may have him again shall have Twenty Shillings Reward and all reasonable Charges paid by Thomas Robinson, jun.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
