Newspaper Name,Issue No,Date ,Content
"The New-York Gazette; or, The Weekly Post-Boy",669,11/17/1755,"Run away on the 5th of November 1755, from Abraham Vandorn, of Freehold, in Monmouth County, in NewJersey, a negro man named Toney, about 5 feet 9 or 10 inches high, well set of a yellowish Colour, and flat Nose, has a Scar on his nose just by his Eye; had on when he went away, an old beaver Hat, a coarse Shirt, two Jackets, one brownish and the other stript without sleeves, a pair of trousers and half worn Shoes. Whoever takes up the said Negro and secures him so that his Mistress might have him again shall have Twenty Shillings reward and all reasonable charges payed by me, Anne Vandom, widow."
The New-York Gazette: or The Weekly Post-Boy,670,12/1/1755,"Run away from Lawrence Janse Van Buskerk, near Hackinsack, a negroe man who was lately advertised in the Mercury, named Aisop. He is of a middling size a round forehead a straight Nose and has a very guilty look: Had on when he went away, a grey Jacket and a green Jacket underneath it, a pair of stripped Trowsers and an old Beaver Hat; he is aged about 25 Years. W hoever takes up and secures said Negro so that his master may have him again shall have Forty Shillings and all reasonable charges, paid by Lawrense Janse Van Buskerk."
"The New-York Gazette: or, The Weekly Post-Boy",673,12/15/1755,"Run away in this city on Friday the 10th instant, December, from Ezekial Ball, of Elizabeth Town Farms, a likely negro man, about 22 years of age is of middle Size, and long visag’d. Had on when he went away a new felt Hat, blue cloth Jacket without Buttons, Home spun shirt, old Leather Breeches with Trousers over them, brown Stockings and half worn Shoes. He pretends to be a free Man and formerly belonged to Mr. Thomas Grant in New-York. Whoever takes up the said negro and brings him to the workhouse in New York City, shall have three Dollars reward and all charges paid by Ezekial Ball."
"The New-York Gazette: or, The Weekly Post-Boy",677,1/12/1756,"Run away on Thursday night the 8th instant of January from Mrs. Elizabeth Carpenter, a negro boy named Venture, has a remarkably surly Look, had on when he went away a blue W atch-Coat, a pair of Buckskin Breeches, a striped Waistcoat with Metal Buttons, a very dirty old homespun Shirt, a pair of mixed Hose, and a pair of large Buckles on his shoes. Whoever takes up the said negro and brings him to said Mrs. Elizabeth Carpenter shall have forty shillings together with all reasonable charges."
"The New-York Gazette: or, The Weekly Post-Boy",683,2/16/1756,"Run away the 24th Day of January last, from Isaac Freeman, of the Township of Woodbridge, in East-New-Jersey, a middle-sized thick squat Negro Fellow named Caesar, aged about 22 years; Had on when he went away, a Wool-Hat, a double Worsted Cap, a Flannel Shirt, a red Broad Cloth Jacket, and a light- coloured cloudy-like Linnen and Woollen Jacket, and a Pair of white Leather Allom-dress’d SheepSkin Breeches; a pair of black and white Stockings, and half-worn Shoes with Buckles in them: ’Tis thought he has also with him, a Linsey-Woolsey Breeches of the same sort as the Jacket, and a coarse Linnen Shirt. Whoever takes up said Negro, and secures him, and give Notice, so that his Master may have him again, shall have Twenty Shillings Reward, or if he is brought home to his Master, Forty-Shillings Reward, and all reasonable Charges, paid by ISAAC FREEMAN."
"The New-York Gazette: or, The Weekly Post-Boy",685,3/1/1756,"Run away on the 14th of February last, from Josiah Halsted, of Shrewsbury, Monmouth County, East-New-Jersey, a Servant Man named Johan Jeremiah Myer, about 5 feet 4 inches high, well set, something pitted with the Small Pox, speaks very broken English, pretends to be a Black-Smith, is about 21 Years of Age: had on when he went away, a Felt Hat, an old curled Wig or white Cap, a Garlix or Flannel Shirt, and a half-worn Bear-Skin Coat, and a long brown Jacket, with Cuff-Sleves; had with him a new striped Holland Vest, a Pair of black Plush, a Pair of Buckskin, and a Pair of Dimity Breeches, a Pair of Grey Worsted, and a Pair of Coarse Yam Stocking, and old shoes with Buckles. He has broke open his M aster’s Barr, and robb’d him of a considerable Sum of Money, It’s Suppos’d he went away with a Molatto Man named Tom, Belonging to John Sheppard of said Place, and formerly the Property of Doctor Mills. Whoever secures said Servant, so that his Master may have him again, shall have FIVE POUNDS Reward, and all reasonable Charges paid by me, JOSEPH HALSTEAD."
"The New-York Gazette: or, The Weekly Post-Boy",690,4/5/1756,"Run away on Monday morning the 29th of March last, from Peter DeLancey, Esq., West Chester, a middle fixed mulatto negro called Hannibal, about 5 feet 8 inches high, sharp featured, and speaks very good english. Had on when he went away a homespun coat and 2 pairs of Breeches, 2 pairs of homespun stockings, 2 [ ] one homespun, the other Ozenbrigs [ ]. W hoever takes up the said negro and delivers him to Goal or York Work-House shall have a reward of forty shillings and all reasonable charges paid by Peter DeLancey."
"The New-York Gazette: or, The Weekly Post-Boy",690,4/5/1756,"Run away from his master, Christopher Youngs of Southhold, on Friday the 26th instant, a mulatto slave named Caesar, about 24 years old, 5 feet 8 or 9 inches high, pretty well set, of a light Complexion, is sometimes taken for an Indian and has a large Mole under his left Eye. Had on when he went away a dark coloured Great Coat, leather breeches, a Body Coat of blue and white Colour, old shoes capt, a new Felt Hat, but Hair pretty short and straight. Whoever takes up and secures said Slave so that his master might have him again shall have a Forty Shillings reward and all reasonable charges paid by Christopher Young. N.B. All masters of vessels are forbidden to carry him off."
The Pennsylvania Gazette (Philadelphia),1425,4/15/1756,"Runaway from the subscriber living at Middletown, in EastNew-Jersey, the 9th of January last, a Negro man named Cato, alias Toby, aged about 30 years, a lusty well set fellow, full fac’d: Had on when he went away a plain-made Bear-skin coat, with flat Metal Buttons, a white woollen vest; wool hat and cap, a brown Tow Shirt, Buckskin Breeches, wool stockings, a pair of pumps with large brass buckles: he was branded when a boy in Jamaica, in the West Indies, with a B (and I think) C on his left shoulder blade; he is sly artful fellow and deceives the credulous by pretending to tell fortunes, and pretends to be free, speaks English as well as if country bom, and plays on the Fiddle; it is thought he is gone towards the Cedar Swamps, and that some base Person has given him a Pass. Whoever apprehends said slave, and secures him, so that his master may have him again, shall receive Forty Shillings reward and reasonable charges paid by Richard Stillwell."
"The New-York Gazette: or, The Weekly Post-Boy",698,5/31/1756,"Runaway on Monday the 20th Instant from Dennis Hicks of this city, Shipwright, a likely Negro Lad of about 14 years old, a short chubby fellow, full faced: Had on a blue sailors jacket with a striped Homespun one under it, an old brown Cloth pair of Breeches, an old Hat and Cap. Whoever takes up and secures said Negro, in that he may be had again, shall have Twenty Shillings reward and charges paid by Dennis Hicks. N.B. He was seen on the Saturday following and is supposed to be still skulking in the town. All persons are forewarn’d to harbour him, or carry him off. His name is Pompey."
"The New-York Gazette: or, The Weekly Post-Boy",699,6/14/1756,"Run away the 10th of May last, from the subscriber, then lodging at the Widow M arth’s, at Perth-Amboy, a Negro Man named Frank, a likely smooth-tongu’d Fellow, about five feet, five inches high, well-set and has lost two of his fore teeth: He had on a Great Coat, an old Jacket, Leather breeches, Old stockings and Shoes: ’Tis supposed he has plenty of Money, and will travel only in the Night: He has been run away a considerable time, was just taken up at a great Distance, and was upon the Road home, when he made his Escape again. He had his Wife with him at first, but two days after his escape his wife was taken in the Woods near Amboy, and himself seen, but got off, ’Tis likely he may change his Name, and pretend to be free. Whoever takes up the said Negro, and secures him so that he may be had again shall have FORTY SHILLINGS Reward, and all reasonable charges paid by the Widow Marth or the subscriber James Rowen."
"The New-York Gazette: or, The Weekly Post-Boy",702,6/28/1756,"Run away the 20th day of June instant, 1756, from Henry Allen, of Great-Neck on Nassau Island, a mulatto fellow named Licum, aged about 24 years, and about 5 feet, 9 inches high, well set, walks stooping, with a down-look, and black curl’d hair: Had on when he went away, a felt hat about half worn, a brown Tow Shirt, and Tow trousers, a brown Jacket, with blue Worsted Lining, one shirt of Irish Linnen, and a Pair of half-worn brown broad-cloth breeches. Whoever takes up and secures said Fellow in any of his M ajesty’s Goals, so that his Master may have him again, shall have Forty Shillings Reward and all reasonable charges, by me HENRY ALLEN."
"The New-York Gazette: or, The Weekly Post-Boy",703,7/5/1756,"Run away the 2d instant July, from John Decker, of Staten Island, a negro Man, being a short chubby fellow, with extraordinary bushy Hair, is barefoot, and has a Soldier’s red Great Coat on. Also ran away from the Widow Haughwout, of the said Island, a negro wench, of Middle Size, is with child, and speaks broken English, and has a bundle of Clothes with her. It is supposed they went together. Whoever takes up the said negro Man and Wench, and secures them so that they may be had again, shall have Forty Shillings Reward, and Charges paid by the Owners, John Decker, and Widow Haughwout."
"The New-York Gazette: or, The Weekly Post-Boy",706,7/26/1756,"Run away on the 15th instant July, from Mrs. Mary Elliston, of the City of New York, a Negro Man named Titus, is a well set fellow, of between 29 and 30 years of age: Had on when he went away, an Olive colour’d Jacket, black Breeches, a Pair of white Stockings, half-worn Pumps: Took with him two homespun Jackets, and a heavy Jacket lined with red. He is full of Talk, and can read and write well. Whoever takes up and secures said Negro, so that his Mistress may have him again, shall have Twenty Shillings, if taken in this City, and if out of it Thirty Shillings Reward, and all reasonable Charges paid by MARY ELLISTON."
